n,alpha,mean
2081,0.0830144,0.50005
2083,0.0830679,0.500044
2085,0.0830117,0.500119
2087,0.082962,0.499993
2089,0.0829051,0.500133
2091,0.082874,0.499969
2093,0.082795,0.499982
2095,0.0827771,0.499741
2097,0.0827146,0.49985
2099,0.0827892,0.499468
2101,0.0827319,0.49934
2103,0.0827426,0.49912
2105,0.0827679,0.499363
2107,0.0827275,0.499552
2109,0.0827768,0.499891
2111,0.0828628,0.499929
2113,0.0828405,0.500021
2115,0.0828729,0.499706
2117,0.0828469,0.499705
2119,0.0828791,0.499844
2121,0.0828143,0.499776
2123,0.0827957,0.499906
2125,0.0828353,0.499775
2127,0.0828425,0.49962
2129,0.0828155,0.499416
2131,0.0827924,0.499634
2133,0.0827761,0.499463
2135,0.0828592,0.499419
2137,0.0828559,0.499253
2139,0.0829079,0.499162
2141,0.0828678,0.499177
2143,0.0828589,0.499111
2145,0.0827856,0.499088
2147,0.0827863,0.499357
2149,0.0828353,0.499015
2151,0.0827886,0.499125
2153,0.0827675,0.499042
2155,0.0827186,0.499044
2157,0.0827087,0.499174
2159,0.082691,0.498941
2161,0.0827056,0.499191
2163,0.0828017,0.498793
2165,0.0828833,0.498775
2167,0.0829135,0.498462
2169,0.0829165,0.498621
2171,0.082907,0.498605
2173,0.0828444,0.498608
2175,0.0828228,0.498425
2177,0.0828227,0.498431
2179,0.0829326,0.498845
2181,0.0828896,0.498866
2183,0.0829193,0.499047
2185,0.0829426,0.499341
2187,0.0829081,0.499529
2189,0.0829617,0.49956
2191,0.0830308,0.499908
2193,0.0831098,0.499845
2195,0.0831726,0.5002
2197,0.0832795,0.500174
2199,0.0832966,0.499912
2201,0.083327,0.500011
2203,0.0833246,0.499856
2205,0.0832622,0.49995
2207,0.0832086,0.500029
2209,0.0831773,0.500225
2211,0.0831811,0.499995
2213,0.0831578,0.500086
2215,0.0831898,0.49979
2217,0.0831376,0.499916
2219,0.0831817,0.499809
2221,0.0832121,0.499654
2223,0.083138,0.499632
2225,0.0831591,0.499374
2227,0.0831941,0.499527
2229,0.0831264,0.49945
2231,0.0830788,0.499295
2233,0.0830288,0.499362
2235,0.0830256,0.499483
2237,0.0830548,0.499737
2239,0.0830574,0.499994
2241,0.0830366,0.499776
2243,0.0830202,0.49999
2245,0.0831009,0.499969
2247,0.0831159,0.500216
2249,0.0831436,0.500471
2251,0.0831121,0.500284
2253,0.0832005,0.500658
2255,0.0832307,0.500544
2257,0.0832826,0.500218
2259,0.0833118,0.500056
2261,0.0832474,0.499986
2263,0.083293,0.500049
2265,0.0832981,0.500312
2267,0.0832571,0.500466
2269,0.083189,0.5004
2271,0.0831298,0.500471
2273,0.0830871,0.500468
2275,0.0830526,0.500501
2277,0.0830437,0.500265
2279,0.0830207,0.500344
2281,0.0830021,0.500321
2283,0.0830548,0.499999
2285,0.0830073,0.500128
2287,0.0829894,0.500153
2289,0.0829679,0.500193
2291,0.0829244,0.500042
2293,0.0828792,0.500031
2295,0.0828083,0.500001
2297,0.0828751,0.499654
2299,0.0828418,0.49954
2301,0.0827854,0.49963
2303,0.0827879,0.499375
2305,0.0828253,0.499612
2307,0.0828774,0.499676
2309,0.0828607,0.499728
2311,0.0829859,0.499315
2313,0.0830921,0.498922
2315,0.0830503,0.498861
2317,0.0830149,0.499001
2319,0.082952,0.498978
2321,0.0829606,0.499239
2323,0.0829398,0.49939
2325,0.0829609,0.49913
2327,0.0830194,0.499196
2329,0.0830017,0.499008
2331,0.0830288,0.499287
2333,0.0830936,0.499626
2335,0.0831359,0.499612
2337,0.0831459,0.49942
2339,0.0831796,0.499139
2341,0.0831955,0.498902
2343,0.0831409,0.49879
2345,0.0831338,0.498662
2347,0.0832339,0.49863
2349,0.0832316,0.498419
2351,0.08325,0.498605
2353,0.0832451,0.498379
2355,0.0832082,0.498246
2357,0.083149,0.498275
2359,0.083169,0.498046
2361,0.0831551,0.49793
2363,0.0831782,0.498098
2365,0.0832531,0.497747
2367,0.0832058,0.497684
2369,0.0831998,0.497464
2371,0.0831858,0.497629
2373,0.0831621,0.497452
2375,0.0831747,0.497644
2377,0.0832215,0.497946
2379,0.0832134,0.49807
2381,0.0832192,0.498172
2383,0.0831953,0.498309
2385,0.0831772,0.498103
2387,0.0831801,0.498342
2389,0.0831886,0.498276
2391,0.0832036,0.498359
2393,0.083212,0.498415
2395,0.083173,0.498447
2397,0.0832904,0.498426
2399,0.0833641,0.498433
2401,0.0833406,0.49848
2403,0.0832971,0.498621
2405,0.0833201,0.49884
2407,0.083303,0.498822
2409,0.0832427,0.498889
2411,0.0832313,0.499079
2413,0.083165,0.499066
2415,0.0831317,0.49911
2417,0.0831627,0.499021
2419,0.0831004,0.49904
2421,0.0830723,0.498914
2423,0.0830272,0.498992
2425,0.0829663,0.498921
2427,0.0829498,0.498971
2429,0.082903,0.499047
2431,0.0828717,0.499127
2433,0.0828953,0.498935
2435,0.0828275,0.498926
2437,0.0827843,0.499056
2439,0.0828189,0.498768
2441,0.0827943,0.49884
2443,0.082882,0.499196
2445,0.0828596,0.499007
2447,0.0828858,0.499258
2449,0.0828462,0.499112
2451,0.082785,0.499088
2453,0.0828083,0.499048
2455,0.0828893,0.498705
2457,0.0828636,0.498863
2459,0.0828844,0.49866
2461,0.0828745,0.498826
2463,0.0829341,0.49877
2465,0.082945,0.49886
2467,0.082878,0.49886
2469,0.0829112,0.498764
2471,0.0828494,0.498768
2473,0.0827832,0.498789
2475,0.0827502,0.498819
2477,0.0828331,0.499162
2479,0.0828127,0.499124
2481,0.0828402,0.49886
2483,0.0828848,0.498788
2485,0.0828872,0.498777
2487,0.0828862,0.498765
2489,0.0828336,0.498867
2491,0.0828616,0.498837
2493,0.0828018,0.498902
2495,0.0827827,0.498741
2497,0.0828072,0.498988
2499,0.0829089,0.499354
2501,0.0828478,0.499311
2503,0.0828473,0.499435
2505,0.0828875,0.499353
2507,0.0828907,0.499564
2509,0.0828616,0.49959
2511,0.0829491,0.499242
2513,0.0829459,0.499352
2515,0.0829582,0.499214
2517,0.0829248,0.499183
2519,0.0828924,0.499026
2521,0.082945,0.49906
2523,0.0828865,0.498993
2525,0.0828524,0.499117
2527,0.0828692,0.499362
2529,0.0828787,0.499372
2531,0.0828342,0.499491
2533,0.0828362,0.499274
2535,0.0827774,0.499218
2537,0.0828244,0.499214
2539,0.0827861,0.499169
2541,0.0827284,0.499096
2543,0.0827133,0.499279
2545,0.0826864,0.499262
2547,0.0826933,0.499393
2549,0.0827399,0.49968
2551,0.0827767,0.4997
2553,0.0827841,0.499881
2555,0.0827454,0.499903
2557,0.0827803,0.499632
2559,0.0827384,0.499514
2561,0.0827984,0.499204
2563,0.0827886,0.4993
2565,0.082755,0.499147
2567,0.0827678,0.499108
2569,0.0827917,0.498907
2571,0.0828141,0.499161
2573,0.0827583,0.49908
2575,0.0827241,0.49923
2577,0.0827764,0.49893
2579,0.0827954,0.498784
2581,0.0828207,0.499039
2583,0.0828723,0.499337
2585,0.0828467,0.499164
2587,0.0827929,0.499122
2589,0.0828169,0.499313
2591,0.0827604,0.499388
2593,0.0827533,0.499229
2595,0.0827795,0.499365
2597,0.0827731,0.499572
2599,0.0827297,0.499492
2601,0.08271,0.499502
2603,0.0827352,0.499241
2605,0.0827413,0.499454
2607,0.0827382,0.499668
2609,0.082762,0.499448
2611,0.082807,0.499729
2613,0.0828124,0.499671
2615,0.0827835,0.499748
2617,0.0828214,0.499871
2619,0.0827833,0.499971
2621,0.0827404,0.499848
2623,0.0827452,0.499662
2625,0.0828022,0.49962
2627,0.0827842,0.499795
2629,0.0827619,0.499837
2631,0.0827664,0.500008
2633,0.0827724,0.49989
2635,0.0827433,0.49987
2637,0.0827681,0.50005
2639,0.0828857,0.49968
2641,0.0829118,0.499938
2643,0.0830182,0.49993
2645,0.082979,0.500028
2647,0.0829182,0.500001
2649,0.0829577,0.499726
2651,0.0829934,0.499498
2653,0.082997,0.499362
2655,0.0829778,0.499444
2657,0.0829715,0.499357
2659,0.0830522,0.499342
2661,0.0831505,0.49969
2663,0.0830906,0.499693
2665,0.0831557,0.499385
2667,0.083216,0.499333
2669,0.0832018,0.499505
2671,0.0832164,0.499338
2673,0.0832506,0.499204
2675,0.0832365,0.499079
2677,0.0832769,0.499346
2679,0.0832659,0.499526
2681,0.0832587,0.499444
2683,0.0832368,0.49942
2685,0.0832652,0.499339
2687,0.0833131,0.499321
2689,0.0833141,0.499256
2691,0.0832886,0.499414
2693,0.0833156,0.499161
2695,0.0833293,0.498926
2697,0.0833536,0.4987
2699,0.0834115,0.498756
2701,0.0834304,0.498795
2703,0.0833689,0.49879
2705,0.0834254,0.498878
2707,0.0834629,0.499117
2709,0.0834938,0.499207
2711,0.0835349,0.499182
2713,0.0836065,0.499183
2715,0.0835844,0.499345
2717,0.083626,0.499352
2719,0.0836036,0.499474
2721,0.0836453,0.499216
2723,0.0836378,0.499067
2725,0.0835898,0.499137
2727,0.0835921,0.499177
2729,0.0835517,0.499243
2731,0.083531,0.499398
2733,0.0834971,0.499384
2735,0.0835496,0.499394
2737,0.0835318,0.499415
2739,0.0835543,0.499467
2741,0.0835854,0.499394
2743,0.0836197,0.49951
2745,0.0836456,0.499489
2747,0.0836644,0.4997
2749,0.0837392,0.499389
2751,0.0837868,0.499317
2753,0.083751,0.499196
2755,0.0837974,0.499216
2757,0.0838103,0.499344
2759,0.083784,0.499499
2761,0.0837707,0.499653
2763,0.0837274,0.499584
2765,0.0837159,0.499677
2767,0.0837032,0.499524
2769,0.0836911,0.499347
2771,0.0836618,0.499207
2773,0.0836837,0.499132
2775,0.0837073,0.499169
2777,0.0837323,0.499417
2779,0.0837578,0.499666
2781,0.0837847,0.499879
2783,0.0837805,0.499976
2785,0.0838489,0.499936
2787,0.0838358,0.499974
2789,0.0838475,0.499791
2791,0.0838036,0.499708
2793,0.0837734,0.499845
2795,0.0837491,0.499951
2797,0.0837525,0.49974
2799,0.0837076,0.499724
2801,0.0837385,0.499577
2803,0.0836892,0.499657
2805,0.0836744,0.499835
2807,0.0836169,0.499873
2809,0.0835676,0.499875
2811,0.0835144,0.499881
2813,0.0835571,0.499984
2815,0.0836297,0.500286
2817,0.0835968,0.50015
2819,0.0835691,0.500296
2821,0.0835639,0.500116
2823,0.0836607,0.500122
2825,0.083702,0.500388
2827,0.083712,0.500218
2829,0.0837711,0.499928
2831,0.0837283,0.499958
2833,0.0838057,0.499972
2835,0.0837869,0.500024
2837,0.0838018,0.500246
2839,0.0837562,0.500148
2841,0.0837423,0.500167
2843,0.0837771,0.500248
2845,0.0838557,0.500257
2847,0.08385,0.500088
2849,0.0838417,0.500102
2851,0.083832,0.500014
2853,0.0838725,0.500051
2855,0.083853,0.500194
2857,0.0839427,0.499872
2859,0.0839808,0.499881
2861,0.0839892,0.499671
2863,0.083999,0.499682
2865,0.0840011,0.499478
2867,0.0841079,0.499471
2869,0.0795687,0.498938
2871,0.0796414,0.499237
2873,0.0796398,0.499187
2875,0.0796003,0.499112
2877,0.079637,0.49886
2879,0.0795917,0.498874
2881,0.0796201,0.499057
2883,0.0796525,0.499279
2885,0.0796495,0.499468
2887,0.0796465,0.499371
2889,0.0796063,0.499271
2891,0.0796079,0.499276
2893,0.0796348,0.499222
2895,0.0795815,0.499192
2897,0.0795699,0.499365
2899,0.0795283,0.49927
2901,0.0795454,0.499055
2903,0.0795215,0.49891
2905,0.0795448,0.499104
2907,0.0795636,0.499064
2909,0.079563,0.499023
2911,0.0795529,0.499026
2913,0.0795578,0.498987
2915,0.0796146,0.499263
2917,0.0796335,0.499119
2919,0.0796393,0.499258
2921,0.0796074,0.499137
2923,0.0795981,0.498998
2925,0.0796228,0.49888
2927,0.0796508,0.499116
2929,0.0796299,0.498971
2931,0.0796093,0.49885
2933,0.079555,0.498848
2935,0.079518,0.498909
2937,0.0795191,0.498766
2939,0.0795,0.498898
2941,0.0794627,0.498893
2943,0.0795055,0.498846
2945,0.0795916,0.49886
2947,0.0795538,0.498961
2949,0.079616,0.498686
2951,0.0795671,0.498654
2953,0.0795229,0.498694
2955,0.0795067,0.498803
2957,0.0794848,0.498803
2959,0.0794518,0.498778
2961,0.0794641,0.49892
2963,0.0794692,0.498758
2965,0.0795249,0.499024
2967,0.0795835,0.499012
2969,0.0795449,0.49893
2971,0.079606,0.499208
2973,0.0796489,0.499458
2975,0.0796596,0.499661
2977,0.0796659,0.499778
2979,0.0796739,0.499911
2981,0.0797056,0.500112
2983,0.07973,0.499898
2985,0.0797286,0.499829
2987,0.07974,0.499991
2989,0.0797665,0.500222
2991,0.0797437,0.500344
2993,0.0797101,0.500334
2995,0.0796963,0.500173
2997,0.0796928,0.500033
2999,0.0796671,0.500073
3001,0.0796371,0.500016
3003,0.079601,0.500041
3005,0.0795811,0.499915
3007,0.0796006,0.4997
3009,0.0796065,0.499892
3011,0.0796258,0.499726
3013,0.0795959,0.499743
3015,0.0795495,0.499706
3017,0.0795577,0.499557
3019,0.0795274,0.499435
3021,0.0795756,0.499694
3023,0.0795944,0.499478
3025,0.0795491,0.499439
3027,0.0795764,0.499607
3029,0.0795722,0.499723
3031,0.079606,0.499655
3033,0.0795997,0.499513
3035,0.0795591,0.499432
3037,0.0795618,0.499612
3039,0.0795281,0.499665
3041,0.0794798,0.499619
3043,0.07951,0.499388
3045,0.0795043,0.49956
3047,0.0794678,0.499479
3049,0.0794669,0.499662
3051,0.0794321,0.499765
3053,0.0794054,0.499889
3055,0.079448,0.499917
3057,0.0794512,0.499764
3059,0.0794391,0.499672
3061,0.0794509,0.499744
3063,0.0794042,0.499764
3065,0.0794281,0.499563
3067,0.0794283,0.499555
3069,0.0794221,0.499531
3071,0.079479,0.499548
3073,0.0794814,0.499481
3075,0.079455,0.499381
3077,0.0794539,0.499555
3079,0.0794294,0.499682
3081,0.079384,0.499625
3083,0.0793947,0.49944
3085,0.0794118,0.499234
3087,0.0794072,0.499061
3089,0.0793699,0.499096
3091,0.0794201,0.499024
3093,0.0793838,0.498927
3095,0.0793411,0.498963
3097,0.079316,0.498851
3099,0.0793461,0.498856
3101,0.0793249,0.498927
3103,0.0793446,0.498721
3105,0.079351,0.498855
3107,0.0793242,0.498961
3109,0.0793169,0.498799
3111,0.0792749,0.498812
3113,0.0792531,0.498948
3115,0.0792471,0.499116
3117,0.0793508,0.499431
3119,0.0793901,0.49965
3121,0.0793647,0.499704
3123,0.0793412,0.499836
3125,0.0793711,0.499609
3127,0.0793268,0.499594
3129,0.0793034,0.499468
3131,0.0792961,0.499633
3133,0.0793932,0.499643
3135,0.0794547,0.499909
3137,0.0794052,0.499886
3139,0.0793791,0.50001
3141,0.0793944,0.499971
3143,0.0793575,0.499889
3145,0.0794182,0.499855
3147,0.0794297,0.499882
3149,0.0794754,0.499644
3151,0.0794271,0.499631
3153,0.0794791,0.4997
3155,0.0795085,0.499475
3157,0.079464,0.499441
3159,0.0794458,0.499584
3161,0.0794187,0.499649
3163,0.0793968,0.499751
3165,0.0793508,0.499701
3167,0.0793773,0.499914
3169,0.079365,0.500015
3171,0.0793206,0.500075
3173,0.0793218,0.500228
3175,0.0793391,0.50007
3177,0.0793614,0.500131
3179,0.0793843,0.500211
3181,0.0793714,0.500319
3183,0.0793271,0.500277
3185,0.0793365,0.500145
3187,0.0792945,0.500168
3189,0.0793177,0.499979
3191,0.079332,0.499969
3193,0.0793215,0.500122
3195,0.079297,0.500071
3197,0.0793059,0.499898
3199,0.0793528,0.499928
3201,0.0793558,0.500108
3203,0.0793085,0.500096
3205,0.0792669,0.500164
3207,0.0792643,0.500302
3209,0.0792827,0.500315
3211,0.0792399,0.500271
3213,0.0793,0.500241
3215,0.0793389,0.500227
3217,0.0792939,0.500189
3219,0.0792469,0.500176
3221,0.0792488,0.500347
3223,0.0792302,0.50031
3225,0.0792181,0.500376
3227,0.0792157,0.50049
3229,0.0792621,0.500251
3231,0.0792898,0.500073
3233,0.0793319,0.500305
3235,0.0792856,0.500264
3237,0.0792474,0.500218
3239,0.0792771,0.500335
3241,0.0792282,0.500336
3243,0.0791979,0.500424
3245,0.0791577,0.500411
3247,0.0791342,0.500532
3249,0.079168,0.500309
3251,0.0792143,0.500344
3253,0.0792137,0.500428
3255,0.0791843,0.500388
3257,0.0791596,0.500298
3259,0.0791332,0.500345
3261,0.0791185,0.500253
3263,0.0790817,0.500173
3265,0.0791125,0.500164
3267,0.0790924,0.500293
3269,0.0790978,0.500266
3271,0.079121,0.50018
3273,0.0791183,0.50019
3275,0.0790976,0.500137
3277,0.0790945,0.500214
3279,0.079053,0.500162
3281,0.0790668,0.500032
3283,0.079077,0.500139
3285,0.0791513,0.50012
3287,0.0791703,0.499919
3289,0.0791842,0.500059
3291,0.0792008,0.499932
3293,0.0792584,0.499954
3295,0.0792349,0.499837
3297,0.0792567,0.499814
3299,0.0793243,0.500078
3301,0.0793822,0.50033
3303,0.0793839,0.500255
3305,0.0793922,0.500437
3307,0.0794,0.500394
3309,0.0794205,0.500333
3311,0.0793982,0.500447
3313,0.0794188,0.500337
3315,0.0793831,0.500402
3317,0.0794434,0.500389
3319,0.0794038,0.500454
3321,0.0794217,0.500468
3323,0.0794449,0.500642
3325,0.0795011,0.500677
3327,0.0795359,0.500727
3329,0.0795781,0.500495
3331,0.0796454,0.500757
3333,0.0796481,0.500647
3335,0.0796867,0.500624
3337,0.0796711,0.500685
3339,0.0797354,0.500711
3341,0.0797347,0.500853
3343,0.079731,0.500964
3345,0.0796897,0.501024
3347,0.0797253,0.500928
3349,0.079685,0.50097
3351,0.0796655,0.500844
3353,0.0796896,0.501051
3355,0.0797258,0.501144
3357,0.079708,0.501248
3359,0.079768,0.501501
3361,0.0797652,0.501655
3363,0.0797801,0.501845
3365,0.0797994,0.501949
3367,0.0797789,0.502064
3369,0.0797551,0.502167
3371,0.0797619,0.502332
3373,0.0797713,0.502316
3375,0.0797854,0.502295
3377,0.0797799,0.502152
3379,0.0797699,0.502245
3381,0.0797623,0.502395
3383,0.0797503,0.50235
3385,0.0797039,0.502366
3387,0.0796695,0.50237
3389,0.079686,0.502264
3391,0.0796688,0.502261
3393,0.0796596,0.50214
3395,0.0796461,0.502234
3397,0.0796941,0.501998
3399,0.0796942,0.502146
3401,0.0796559,0.502202
3403,0.0796429,0.502313
3405,0.079618,0.502311
3407,0.0795845,0.502397
3409,0.0796214,0.502376
3411,0.0795813,0.502427
3413,0.0795739,0.502578
3415,0.0795458,0.502474
3417,0.0795829,0.50253
3419,0.0795627,0.502525
3421,0.0795829,0.502682
3423,0.07968,0.502392
3425,0.0796751,0.502277
3427,0.0796846,0.502301
3429,0.0796401,0.502315
3431,0.079655,0.50213
3433,0.0796868,0.50232
3435,0.0797016,0.502142
3437,0.0796751,0.502161
3439,0.0797209,0.502209
3441,0.0797018,0.502298
3443,0.0796927,0.502427
3445,0.0797039,0.502246
3447,0.0797153,0.502362
3449,0.0797182,0.502294
3451,0.0796978,0.502415
3453,0.0796729,0.502521
3455,0.0796555,0.502649
3457,0.0796312,0.502582
3459,0.0796808,0.502811
3461,0.0797483,0.502556
3463,0.0798278,0.502287
3465,0.0798376,0.502263
3467,0.0798436,0.502099
3469,0.0798499,0.502143
3471,0.0798226,0.50214
3473,0.0798334,0.502125
3475,0.0798698,0.501922
3477,0.0798553,0.50179
3479,0.0798109,0.501763
3481,0.0798298,0.501788
3483,0.0798261,0.50168
3485,0.0798671,0.501899
3487,0.0798665,0.501739
3489,0.0798452,0.501625
3491,0.0798746,0.50173
3493,0.0798911,0.501561
3495,0.07989,0.501419
3497,0.0798793,0.501392
3499,0.0799028,0.501199
3501,0.0799246,0.501354
3503,0.0799188,0.501505
3505,0.0799485,0.501438
3507,0.0799854,0.501389
3509,0.079972,0.501254
3511,0.0799624,0.501147
3513,0.0799199,0.501167
3515,0.0798825,0.50119
3517,0.0798878,0.501282
3519,0.0798662,0.501391
3521,0.079857,0.501326
3523,0.079849,0.501228
3525,0.079812,0.501283
3527,0.0798136,0.501431
3529,0.0798337,0.501461
3531,0.0798742,0.501507
3533,0.0798434,0.501555
3535,0.0798904,0.501598
3537,0.0798834,0.501745
3539,0.0799227,0.501534
3541,0.0799548,0.501456
3543,0.0799396,0.501362
3545,0.0799355,0.501401
3547,0.079954,0.501581
3549,0.0799258,0.50166
3551,0.079927,0.50177
3553,0.0799208,0.501707
3555,0.0799067,0.501776
3557,0.0799496,0.501554
3559,0.0799214,0.501574
3561,0.0799427,0.501749
3563,0.0799014,0.501743
3565,0.0798605,0.501724
3567,0.0798521,0.501651
3569,0.0798463,0.501685
3571,0.0798388,0.501546
3573,0.0798,0.501513
3575,0.0798145,0.501695
3577,0.0798136,0.501675
3579,0.0798215,0.50181
3581,0.0798495,0.50162
3583,0.0798379,0.501695
3585,0.079817,0.501675
3587,0.079817,0.501695
3589,0.07984,0.501776
3591,0.0798359,0.501628
3593,0.0798143,0.501736
3595,0.0798444,0.501657
3597,0.0798236,0.501543
3599,0.0798116,0.501481
3601,0.0798157,0.501333
3603,0.0798275,0.501489
3605,0.0798133,0.501618
3607,0.0798145,0.501721
3609,0.0798336,0.501586
3611,0.0798411,0.501754
3613,0.079858,0.501682
3615,0.0798527,0.501665
3617,0.079862,0.501775
3619,0.0798333,0.501725
3621,0.0798062,0.50177
3623,0.079817,0.501664
3625,0.0797894,0.501595
3627,0.0798175,0.50156
3629,0.0797904,0.501506
3631,0.079756,0.501521
3633,0.0797238,0.501506
3635,0.0796996,0.501403
3637,0.079723,0.501359
3639,0.0796994,0.501307
3641,0.0797271,0.501269
3643,0.0797235,0.501323
3645,0.0796981,0.501406
3647,0.0796664,0.501482
3649,0.0797227,0.50125
3651,0.0797384,0.501362
3653,0.0797334,0.50147
3655,0.0796944,0.501436
3657,0.0796742,0.501536
3659,0.0796694,0.501397
3661,0.0796597,0.501509
3663,0.0796808,0.501632
3665,0.0796935,0.501679
3667,0.0797361,0.50189
3669,0.0798087,0.501639
3671,0.0797948,0.501741
3673,0.0798347,0.501745
3675,0.0798368,0.501893
3677,0.0798093,0.501816
3679,0.0797671,0.501825
3681,0.0797266,0.501805
3683,0.0797438,0.501858
3685,0.0797576,0.501714
3687,0.0797496,0.501844
3689,0.0797986,0.501797
3691,0.0798217,0.5018
3693,0.0798165,0.501672
3695,0.0797949,0.501565
3697,0.0797922,0.501441
3699,0.0797651,0.501367
3701,0.0797793,0.501359
3703,0.0797612,0.501243
3705,0.0797903,0.501428
3707,0.0798113,0.501242
3709,0.0797988,0.501228
3711,0.0797662,0.501303
3713,0.0797425,0.501247
3715,0.0797594,0.501304
3717,0.0797796,0.501452
3719,0.0798406,0.501482
3721,0.0798142,0.501393
3723,0.0798246,0.50156
3725,0.0798121,0.501452
3727,0.0798543,0.501427
3729,0.0798316,0.501323
3731,0.0797984,0.501262
3733,0.0797954,0.501193
3735,0.0797989,0.501348
3737,0.0797974,0.501473
3739,0.0798477,0.501428
3741,0.0798131,0.501493
3743,0.0798008,0.501573
3745,0.0797852,0.501464
3747,0.0798071,0.501279
3749,0.0798393,0.501335
3751,0.0798305,0.50121
3753,0.0798482,0.50109
3755,0.0798948,0.501112
3757,0.0799013,0.50095
3759,0.0798825,0.501029
3761,0.0798793,0.50093
3763,0.0798972,0.501089
3765,0.0798781,0.501201
3767,0.0798449,0.501148
3769,0.079804,0.501168
3771,0.0798245,0.500985
3773,0.0798186,0.50092
3775,0.0798461,0.50075
3777,0.0799048,0.500786
3779,0.0799199,0.500918
3781,0.0798928,0.500941
3783,0.0799026,0.501002
3785,0.0798754,0.501053
3787,0.0799166,0.501262
3789,0.0798869,0.501343
3791,0.0798753,0.501237
3793,0.0798562,0.501279
3795,0.0798401,0.501362
3797,0.0798552,0.501199
3799,0.079846,0.501323
3801,0.0798837,0.501524
3803,0.0799228,0.501728
3805,0.0799117,0.501834
3807,0.0798814,0.501799
3809,0.0799273,0.502011
3811,0.0798911,0.501982
3813,0.079883,0.502086
3815,0.0798688,0.501966
3817,0.0798735,0.501818
3819,0.0799108,0.501866
3821,0.0798948,0.501977
3823,0.0798881,0.501896
3825,0.0799568,0.501892
3827,0.080006,0.501674
3829,0.0800163,0.501709
3831,0.0800428,0.501664
3833,0.0800328,0.501776
3835,0.0800548,0.501625
3837,0.0800232,0.501559
3839,0.0800427,0.501658
3841,0.0800327,0.50157
3843,0.080019,0.50169
3845,0.0800396,0.501533
3847,0.0800656,0.501705
3849,0.0800806,0.501533
3851,0.0800937,0.501686
3853,0.0801044,0.50185
3855,0.0800988,0.501943
3857,0.0800739,0.502019
3859,0.0801557,0.502018
3861,0.0801324,0.502062
3863,0.0801529,0.501889
3865,0.0801607,0.501744
3867,0.0801466,0.501859
3869,0.0801125,0.501872
3871,0.0800973,0.501807
3873,0.0801398,0.501835
3875,0.0801136,0.501779
3877,0.0801506,0.501835
3879,0.0801649,0.501666
3881,0.0801604,0.501743
3883,0.0801814,0.501571
3885,0.0801482,0.501629
3887,0.0801422,0.501515
3889,0.0801782,0.501316
3891,0.0801382,0.501304
3893,0.0801343,0.501405
3895,0.080132,0.501408
3897,0.0800943,0.50142
3899,0.0801747,0.501171
3901,0.0801993,0.500989
3903,0.0801763,0.500944
3905,0.0801945,0.500943
3907,0.0802053,0.500921
3909,0.0802711,0.500936
3911,0.0802425,0.50088
3913,0.0802401,0.500933
3915,0.0802176,0.501008
3917,0.080261,0.501216
3919,0.0803343,0.501205
3921,0.0803518,0.501057
3923,0.0803554,0.501171
3925,0.080364,0.501223
3927,0.0803544,0.501135
3929,0.0803592,0.501114
3931,0.0803493,0.501207
3933,0.0803544,0.501071
3935,0.0803553,0.500974
3937,0.080397,0.501179
3939,0.0804243,0.501097
3941,0.0804661,0.5013
3943,0.0804369,0.501357
3945,0.0804189,0.50125
3947,0.0804172,0.50111
3949,0.0804243,0.500954
3951,0.0804239,0.500811
3953,0.0803995,0.500893
3955,0.080391,0.500798
3957,0.0804122,0.500632
3959,0.0804552,0.500833
3961,0.080415,0.500824
3963,0.0804076,0.500946
3965,0.0803859,0.501036
3967,0.0803513,0.501008
3969,0.0803724,0.500918
3971,0.0803327,0.500926
3973,0.0803959,0.500933
3975,0.0803926,0.500798
3977,0.0803593,0.500743
3979,0.0803194,0.500745
3981,0.080292,0.500824
3983,0.0802884,0.50082
3985,0.0802909,0.500902
3987,0.0802611,0.500946
3989,0.0802524,0.500918
3991,0.0802305,0.500904
3993,0.0802622,0.500938
3995,0.0802442,0.501009
3997,0.0802426,0.501143
3999,0.0802173,0.501057
4001,0.0802474,0.501244
4003,0.0802573,0.501402
4005,0.0803287,0.501638
4007,0.0803391,0.501487
4009,0.0803014,0.501488
4011,0.0803344,0.501463
4013,0.0803113,0.501425
4015,0.0802902,0.501417
4017,0.0803111,0.501539
4019,0.0803109,0.501502
4021,0.0802805,0.501532
4023,0.0802815,0.501592
4025,0.0802753,0.501647
4027,0.0802888,0.501586
4029,0.0803155,0.501513
4031,0.0802791,0.501499
4033,0.0803033,0.501524
4035,0.0802983,0.501584
4037,0.0802823,0.501504
4039,0.0802764,0.501449
4041,0.080342,0.50146
4043,0.08032,0.501464
4045,0.0803408,0.501603
4047,0.0804075,0.501621
4049,0.0804558,0.501655
4051,0.0804416,0.501764
4053,0.0804371,0.501696
4055,0.080452,0.501824
4057,0.0804867,0.501877
4059,0.0805061,0.501807
4061,0.0804823,0.50173
4063,0.0804896,0.501579
4065,0.0804574,0.50164
4067,0.0805004,0.501601
4069,0.080526,0.501423
4071,0.0805147,0.501329
4073,0.080534,0.501159
4075,0.080508,0.501212
4077,0.0805003,0.50112
4079,0.0805185,0.501105
4081,0.0804854,0.501159
4083,0.080486,0.501166
4085,0.0804634,0.501184
4087,0.0804563,0.501159
4089,0.0804354,0.501118
4091,0.0804294,0.501172
4093,0.0804004,0.50124
