n,alpha,mean
2081,0.0811535,0.495015
2083,0.081104,0.495115
2085,0.0811666,0.494762
2087,0.0812424,0.494814
2089,0.0812048,0.494988
2091,0.0811382,0.495091
2093,0.0811247,0.495152
2095,0.0811288,0.494916
2097,0.0810912,0.495035
2099,0.0812011,0.495455
2101,0.0812062,0.495276
2103,0.0812409,0.495599
2105,0.081249,0.49575
2107,0.0812347,0.495661
2109,0.0811787,0.495563
2111,0.0811315,0.495731
2113,0.0811662,0.495459
2115,0.0812439,0.49508
2117,0.0812522,0.494952
2119,0.0812221,0.494766
2121,0.0812039,0.494993
2123,0.081242,0.494755
2125,0.0813121,0.494384
2127,0.0813108,0.494601
2129,0.0813411,0.494915
2131,0.0812693,0.494897
2133,0.0812704,0.494989
2135,0.0812485,0.495026
2137,0.0812887,0.495341
2139,0.081413,0.495319
2141,0.0813432,0.495338
2143,0.0812863,0.495413
2145,0.0813808,0.495805
2147,0.0813122,0.495865
2149,0.0813434,0.496161
2151,0.0813786,0.49599
2153,0.0814075,0.495769
2155,0.081414,0.495629
2157,0.0815128,0.495675
2159,0.0816015,0.495751
2161,0.0815785,0.49597
2163,0.0815147,0.495983
2165,0.0815582,0.49586
2167,0.0815186,0.495932
2169,0.0814653,0.495918
2171,0.0815065,0.495846
2173,0.081516,0.496025
2175,0.0815223,0.496232
2177,0.0815661,0.495926
2179,0.0815248,0.495821
2181,0.0814755,0.495954
2183,0.0814885,0.495981
2185,0.0815,0.496213
2187,0.0814906,0.496451
2189,0.0815978,0.496856
2191,0.0815509,0.497015
2193,0.0815716,0.496913
2195,0.0815413,0.496915
2197,0.0815172,0.497123
2199,0.0814466,0.497074
2201,0.0815155,0.49673
2203,0.081524,0.496917
2205,0.0815746,0.496786
2207,0.0816641,0.497165
2209,0.0816917,0.496902
2211,0.0816847,0.496898
2213,0.0817844,0.496893
2215,0.0818167,0.497117
2217,0.0818875,0.497469
2219,0.0819174,0.497505
2221,0.0819473,0.497807
2223,0.0818744,0.497811
2225,0.0819432,0.498162
2227,0.0819394,0.498134
2229,0.0818782,0.498202
2231,0.0818571,0.498042
2233,0.0818652,0.498286
2235,0.0817998,0.498288
2237,0.0817659,0.498243
2239,0.0817129,0.498369
2241,0.0816885,0.498559
2243,0.0816177,0.498562
2245,0.0816045,0.498695
2247,0.0816693,0.498648
2249,0.0816531,0.498424
2251,0.0817021,0.498305
2253,0.0817159,0.498032
2255,0.0817115,0.497855
2257,0.0817424,0.497739
2259,0.0817257,0.497911
2261,0.08177,0.497627
2263,0.0818272,0.497304
2265,0.0817673,0.497338
2267,0.0832346,0.499784
2269,0.0832521,0.499583
2271,0.0832103,0.499574
2273,0.0831971,0.499694
2275,0.0831265,0.499713
2277,0.0831758,0.500021
2279,0.0831631,0.500198
2281,0.0832865,0.500201
2283,0.0832953,0.500136
2285,0.0832336,0.500074
2287,0.0833663,0.500079
2289,0.0833511,0.499899
2291,0.083361,0.500105
2293,0.0833701,0.500222
2295,0.0834514,0.499859
2297,0.0833971,0.499841
2299,0.0833816,0.499925
2301,0.0834141,0.499798
2303,0.0834,0.499651
2305,0.0833469,0.499718
2307,0.0834286,0.499794
2309,0.0833713,0.499888
2311,0.0834086,0.499782
2313,0.0833824,0.499646
2315,0.0833654,0.49977
2317,0.0833114,0.499821
2319,0.0833465,0.500124
2321,0.0833387,0.500247
2323,0.0833315,0.500483
2325,0.0833269,0.500723
2327,0.0834002,0.500735
2329,0.0833519,0.500604
2331,0.0834379,0.500612
2333,0.0834584,0.500353
2335,0.083424,0.500516
2337,0.0833902,0.50068
2339,0.0834055,0.500854
2341,0.0834929,0.50091
2343,0.0834775,0.500834
2345,0.0834587,0.500737
2347,0.0834415,0.500889
2349,0.0834698,0.500637
2351,0.0834846,0.50089
2353,0.083449,0.500989
2355,0.083395,0.501094
2357,0.0833587,0.501033
2359,0.0833084,0.501165
2361,0.0833102,0.501375
2363,0.0832948,0.501358
2365,0.0832466,0.501362
2367,0.0832833,0.501127
2369,0.0833835,0.501507
2371,0.0834521,0.501504
2373,0.0835402,0.50151
2375,0.0835591,0.501447
2377,0.0835303,0.501416
2379,0.0835706,0.501702
2381,0.0835159,0.501816
2383,0.0834564,0.501828
2385,0.0834663,0.501585
2387,0.0834937,0.501711
2389,0.0835095,0.501942
2391,0.0835935,0.501875
2393,0.0835821,0.501852
2395,0.0836493,0.501829
2397,0.0837306,0.501474
2399,0.0837657,0.501204
2401,0.0838228,0.50089
2403,0.0839013,0.500927
2405,0.0839038,0.500997
2407,0.0840079,0.501022
2409,0.0840884,0.500669
2411,0.0840583,0.500851
2413,0.0840159,0.50086
2415,0.0840375,0.500833
2417,0.0840453,0.500729
2419,0.0840319,0.500619
2421,0.0840331,0.500559
2423,0.0840387,0.500707
2425,0.0840292,0.500866
2427,0.0840845,0.50118
2429,0.0840762,0.501056
2431,0.0841111,0.501299
2433,0.0841111,0.501081
2435,0.0840534,0.50117
2437,0.0840891,0.501425
2439,0.0840939,0.501319
2441,0.0840477,0.501328
2443,0.0840311,0.501411
2445,0.0840657,0.501676
2447,0.0840538,0.501471
2449,0.084076,0.501217
2451,0.0841117,0.501503
2453,0.084052,0.501428
2455,0.0840104,0.501444
2457,0.0839961,0.501593
2459,0.0839452,0.501488
2461,0.0839003,0.501456
2463,0.0840094,0.501464
2465,0.0839487,0.501472
2467,0.0838915,0.501486
2469,0.083871,0.50129
2471,0.0838752,0.501462
2473,0.0838237,0.501445
2475,0.0837897,0.50128
2477,0.0837371,0.501189
2479,0.0836822,0.501192
2481,0.0836472,0.501325
2483,0.0836545,0.501082
2485,0.0837073,0.501392
2487,0.0836734,0.501535
2489,0.0836723,0.501633
2491,0.0837315,0.501716
2493,0.083728,0.501493
2495,0.0837511,0.501717
2497,0.0837433,0.501905
2499,0.0838355,0.501551
2501,0.0838239,0.501702
2503,0.0838411,0.501515
2505,0.0838317,0.501587
2507,0.0838464,0.501565
2509,0.0838185,0.501655
2511,0.0837549,0.501701
2513,0.0837926,0.501967
2515,0.0838266,0.502248
2517,0.0837649,0.50223
2519,0.0837776,0.502461
2521,0.0837895,0.502529
2523,0.0837881,0.502675
2525,0.0838232,0.502684
2527,0.0839213,0.502324
2529,0.0839317,0.502138
2531,0.0839239,0.501937
2533,0.0838969,0.501841
2535,0.083879,0.501939
2537,0.0838201,0.502003
2539,0.0837666,0.501963
2541,0.0838413,0.501631
2543,0.0839307,0.501611
2545,0.0839222,0.501822
2547,0.0839342,0.501928
2549,0.0839206,0.501823
2551,0.0838777,0.501706
2553,0.0838538,0.50157
2555,0.0838575,0.501779
2557,0.0839553,0.501782
2559,0.0839008,0.501854
2561,0.0839635,0.501792
2563,0.0839529,0.50197
2565,0.0839969,0.501859
2567,0.0840285,0.501682
2569,0.0839752,0.501646
2571,0.08397,0.501752
2573,0.0839511,0.501936
2575,0.0838883,0.501896
2577,0.0838328,0.501854
2579,0.0838222,0.502053
2581,0.0838957,0.502064
2583,0.0838883,0.501887
2585,0.0839318,0.501613
2587,0.083956,0.501371
2589,0.0840021,0.501646
2591,0.0840733,0.501587
2593,0.0840252,0.501683
2595,0.0839659,0.501745
2597,0.0839089,0.501752
2599,0.083929,0.501695
2601,0.0839934,0.501758
2603,0.0840258,0.501758
2605,0.0839941,0.501895
2607,0.0839525,0.501763
2609,0.0840032,0.501793
2611,0.0840782,0.501748
2613,0.0840865,0.501516
2615,0.0840401,0.50144
2617,0.0840269,0.501254
2619,0.0840506,0.501252
2621,0.0840695,0.501155
2623,0.0840514,0.501074
2625,0.0840221,0.501134
2627,0.0840311,0.501122
2629,0.0839906,0.500995
2631,0.0839294,0.501038
2633,0.0839008,0.501021
2635,0.0839166,0.500822
2637,0.0838987,0.500831
2639,0.0838764,0.500668
2641,0.0838813,0.500786
2643,0.0839345,0.500491
2645,0.0838809,0.50045
2647,0.0838479,0.500601
2649,0.0837981,0.50068
2651,0.0838134,0.500919
2653,0.0838608,0.500636
2655,0.0838061,0.500619
2657,0.0837847,0.500761
2659,0.0837574,0.500608
2661,0.0838013,0.500889
2663,0.0838321,0.500845
2665,0.083804,0.500781
2667,0.0838435,0.500789
2669,0.0838655,0.500974
2671,0.0839272,0.50096
2673,0.0839802,0.50098
2675,0.0839931,0.500799
2677,0.0839511,0.500878
2679,0.0839673,0.500636
2681,0.083999,0.500381
2683,0.0840047,0.500523
2685,0.0840133,0.500304
2687,0.0841025,0.500296
2689,0.0840882,0.500394
2691,0.0840807,0.500334
2693,0.0841032,0.50044
2695,0.0841427,0.500707
2697,0.084185,0.500737
2699,0.0842098,0.500727
2701,0.0842093,0.500852
2703,0.0842357,0.500625
2705,0.0843158,0.500301
2707,0.0842914,0.500426
2709,0.0843584,0.50036
2711,0.0843748,0.500273
2713,0.0843875,0.500154
2715,0.0843646,0.500047
2717,0.0843675,0.500227
2719,0.0843852,0.500183
2721,0.0844288,0.50028
2723,0.0843795,0.500194
2725,0.0843747,0.499989
2727,0.084336,0.499866
2729,0.0843824,0.499585
2731,0.0843227,0.499623
2733,0.0843521,0.499468
2735,0.0844308,0.499456
2737,0.0843994,0.499601
2739,0.0843394,0.499617
2741,0.0843223,0.499615
2743,0.0842965,0.499747
2745,0.0843444,0.499731
2747,0.084396,0.500008
2749,0.0844026,0.499922
2751,0.0843501,0.499992
2753,0.08438,0.500123
2755,0.0844041,0.500333
2757,0.0843987,0.500132
2759,0.0844372,0.500251
2761,0.0843849,0.500208
2763,0.0843885,0.500298
2765,0.0844201,0.50027
2767,0.0843877,0.500327
2769,0.0844045,0.500514
2771,0.0843824,0.500348
2773,0.0843832,0.500351
2775,0.084443,0.500056
2777,0.084496,0.500048
2779,0.0844807,0.500192
2781,0.0844583,0.500043
2783,0.0844315,0.49996
2785,0.0844141,0.499799
2787,0.0843948,0.49971
2789,0.0843762,0.499563
2791,0.0844024,0.499807
2793,0.0843906,0.499989
2795,0.084415,0.499964
2797,0.0843604,0.500016
2799,0.0843378,0.499927
2801,0.0843118,0.50003
2803,0.0842648,0.500093
2805,0.0842117,0.500163
2807,0.0841769,0.500255
2809,0.0841339,0.500362
2811,0.0841992,0.500332
2813,0.0842479,0.500066
2815,0.0841933,0.500007
2817,0.0841406,0.500017
2819,0.0842,0.500304
2821,0.0842202,0.500539
2823,0.0841645,0.500569
2825,0.0841359,0.500717
2827,0.0841042,0.500577
2829,0.0841125,0.500613
2831,0.0840712,0.500693
2833,0.0841041,0.500922
2835,0.0840658,0.500812
2837,0.0840439,0.500727
2839,0.0840289,0.500735
2841,0.0840339,0.500947
2843,0.0840564,0.500929
2845,0.0840731,0.500796
2847,0.0840449,0.500678
2849,0.0840558,0.500456
2851,0.0840895,0.500549
2853,0.0841532,0.500536
2855,0.0841178,0.500608
2857,0.0840846,0.500736
2859,0.0841377,0.500716
2861,0.0840841,0.500776
2863,0.0840483,0.500727
2865,0.0840725,0.500578
2867,0.0840607,0.500463
2869,0.0840478,0.500288
2871,0.0840787,0.500079
2873,0.0840765,0.49995
2875,0.084098,0.499937
2877,0.0841701,0.499637
2879,0.0841286,0.499604
2881,0.0841546,0.499639
2883,0.0841324,0.49948
2885,0.084122,0.499661
2887,0.0841443,0.499468
2889,0.0841424,0.499318
2891,0.0841643,0.499096
2893,0.0841688,0.49929
2895,0.0841456,0.499138
2897,0.0841904,0.499404
2899,0.0841917,0.499223
2901,0.0841971,0.499197
2903,0.0842109,0.498981
2905,0.084231,0.499059
2907,0.0841793,0.498993
2909,0.084278,0.49898
2911,0.0842745,0.498936
2913,0.0843513,0.499238
2915,0.0843077,0.49928
2917,0.0842658,0.499337
2919,0.0842955,0.499093
2921,0.084242,0.499077
2923,0.0842331,0.498894
2925,0.0841924,0.498847
2927,0.0841672,0.498727
2929,0.0841459,0.498815
2931,0.0841051,0.498781
2933,0.0840526,0.498779
2935,0.0840874,0.49903
2937,0.0840584,0.498894
2939,0.0840309,0.498752
2941,0.0840758,0.498838
2943,0.0840589,0.498708
2945,0.0841299,0.499002
2947,0.0841257,0.499183
2949,0.0841486,0.499285
2951,0.084188,0.49954
2953,0.0841905,0.499359
2955,0.0841916,0.499278
2957,0.0841467,0.49936
2959,0.08418,0.499345
2961,0.0841706,0.499186
2963,0.0842014,0.499413
2965,0.0841471,0.499455
2967,0.0841823,0.499703
2969,0.084209,0.499685
2971,0.084242,0.499442
2973,0.084243,0.499363
2975,0.0842653,0.499139
2977,0.0842656,0.499014
2979,0.0842826,0.499234
2981,0.0843008,0.499128
2983,0.0842717,0.499187
2985,0.0842836,0.499396
2987,0.0842961,0.499219
2989,0.0842932,0.499334
2991,0.0842735,0.499454
2993,0.0843106,0.499213
2995,0.084286,0.499342
2997,0.0842668,0.499489
2999,0.0842162,0.499529
3001,0.0841929,0.499675
3003,0.0841973,0.499869
3005,0.0842193,0.499965
3007,0.0842789,0.500241
3009,0.0843097,0.500166
3011,0.0843301,0.500113
3013,0.0842802,0.500075
3015,0.084276,0.499943
3017,0.0842241,0.499928
3019,0.0842088,0.50005
3021,0.0842208,0.499884
3023,0.0841757,0.499937
3025,0.0841349,0.499858
3027,0.0841921,0.499585
3029,0.0841902,0.499477
3031,0.0841933,0.499669
3033,0.0841594,0.499566
3035,0.0841232,0.499669
3037,0.0840826,0.499694
3039,0.0840292,0.499659
3041,0.0840043,0.499535
3043,0.0839751,0.499636
3045,0.0840114,0.499555
3047,0.0840497,0.49956
3049,0.0839992,0.499554
3051,0.084095,0.499554
3053,0.0840487,0.499592
3055,0.0840136,0.499674
3057,0.0840062,0.49958
3059,0.0840132,0.499603
3061,0.0839992,0.499511
3063,0.0840029,0.499345
3065,0.0840607,0.499285
3067,0.0840876,0.49941
3069,0.0840337,0.499391
3071,0.0840691,0.499632
3073,0.0840288,0.499636
3075,0.0839901,0.499659
3077,0.0839419,0.499645
3079,0.0839547,0.499797
3081,0.0839749,0.49995
3083,0.0839948,0.500084
3085,0.0839802,0.499964
3087,0.0839743,0.499789
3089,0.0840547,0.499494
3091,0.0840265,0.499405
3093,0.0839777,0.499464
3095,0.0839308,0.499533
3097,0.0838831,0.499537
3099,0.0839573,0.499824
3101,0.0839995,0.499782
3103,0.0839904,0.499949
3105,0.0839709,0.499843
3107,0.0839718,0.499728
3109,0.0839801,0.499624
3111,0.0839907,0.499482
3113,0.083989,0.499347
3115,0.0839556,0.499262
3117,0.0839799,0.499466
3119,0.0839983,0.499322
3121,0.0840266,0.499235
3123,0.084009,0.499083
3125,0.0840019,0.499239
3127,0.0840629,0.499211
3129,0.0840514,0.499316
3131,0.0840586,0.499462
3133,0.0840343,0.499597
3135,0.0840432,0.499621
3137,0.0840209,0.499482
3139,0.0839811,0.499393
3141,0.0840374,0.499657
3143,0.0840634,0.499462
3145,0.0840541,0.499541
3147,0.0840251,0.499419
3149,0.0839985,0.49952
3151,0.0839743,0.499393
3153,0.0839582,0.499533
3155,0.0839058,0.499518
3157,0.0838572,0.499474
3159,0.0838667,0.499609
3161,0.0838366,0.499502
3163,0.0838399,0.499623
3165,0.0838344,0.499577
3167,0.083807,0.499633
3169,0.0838648,0.499373
3171,0.0838858,0.499579
3173,0.083941,0.499318
3175,0.0839511,0.49945
3177,0.0839882,0.4995
3179,0.0839684,0.499594
3181,0.0840215,0.499656
3183,0.0840127,0.499818
3185,0.0840198,0.499826
3187,0.0839971,0.499689
3189,0.0839657,0.499793
3191,0.0839679,0.499816
3193,0.0839643,0.499774
3195,0.0839409,0.499797
3197,0.0838919,0.49977
3199,0.0838592,0.499813
3201,0.0838184,0.499858
3203,0.0837971,0.499888
3205,0.0837611,0.499834
3207,0.0837306,0.49975
3209,0.0837392,0.499608
3211,0.0837567,0.49975
3213,0.0837314,0.499728
3215,0.0837464,0.499536
3217,0.0837391,0.499673
3219,0.0836922,0.499622
3221,0.0836557,0.499601
3223,0.0836179,0.499527
3225,0.0836415,0.49933
3227,0.0836325,0.499491
3229,0.0835819,0.499518
3231,0.083594,0.499323
3233,0.0836157,0.499459
3235,0.0836386,0.499318
3237,0.0836237,0.499312
3239,0.0836644,0.49908
3241,0.0837008,0.498866
3243,0.0836631,0.498948
3245,0.0836966,0.498848
3247,0.0836521,0.498907
3249,0.0836724,0.498781
3251,0.0837412,0.498746
3253,0.0837092,0.498726
3255,0.0837315,0.498825
3257,0.0837262,0.498665
3259,0.0837314,0.498842
3261,0.0837202,0.498993
3263,0.0837196,0.49893
3265,0.0837247,0.498749
3267,0.0837772,0.498504
3269,0.0837526,0.498385
3271,0.083736,0.498357
3273,0.0837615,0.498403
3275,0.0837787,0.49845
3277,0.0838295,0.498699
3279,0.0837793,0.49868
3281,0.083781,0.49879
3283,0.0837358,0.498768
3285,0.0837178,0.49891
3287,0.0837236,0.498785
3289,0.0837414,0.49881
3291,0.0837538,0.498965
3293,0.083826,0.498692
3295,0.0838124,0.498543
3297,0.0837879,0.498432
3299,0.0837534,0.498398
3301,0.0837089,0.498445
3303,0.0837141,0.498492
3305,0.0836653,0.498481
3307,0.0836437,0.498519
3309,0.0836191,0.49841
3311,0.0852844,0.494766
3313,0.0852346,0.494796
3315,0.0851941,0.494747
3317,0.0851863,0.494623
3319,0.0851692,0.49448
3321,0.0851889,0.494311
3323,0.0852351,0.494553
3325,0.0852189,0.494642
3327,0.0852383,0.494811
3329,0.085196,0.49474
3331,0.085203,0.494846
3333,0.0852511,0.494825
3335,0.0852264,0.494931
3337,0.0851858,0.494856
3339,0.0852261,0.494841
3341,0.085261,0.494891
3343,0.0852342,0.494968
3345,0.0852177,0.494993
3347,0.0852107,0.495
3349,0.085224,0.49484
3351,0.0851743,0.49482
3353,0.0851276,0.494774
3355,0.0850985,0.494661
3357,0.0851337,0.494886
3359,0.0851183,0.494741
3361,0.0851142,0.494576
3363,0.0851138,0.494514
3365,0.0851056,0.494355
3367,0.0851063,0.494498
3369,0.0850826,0.494618
3371,0.0850409,0.494687
3373,0.0850593,0.494808
3375,0.0850868,0.494749
3377,0.0850842,0.494915
3379,0.0851407,0.494954
3381,0.0851304,0.495055
3383,0.0850918,0.495024
3385,0.0851285,0.49525
3387,0.085093,0.495339
3389,0.0851087,0.495536
3391,0.0851736,0.495539
3393,0.0851899,0.495434
3395,0.0851843,0.495275
3397,0.0852157,0.495249
3399,0.0852005,0.495336
3401,0.0851864,0.495435
3403,0.0852313,0.495392
3405,0.0852836,0.495389
3407,0.0852403,0.495448
3409,0.0852383,0.49558
3411,0.0852314,0.495739
3413,0.0852568,0.495553
3415,0.0852999,0.495537
3417,0.0852762,0.495515
3419,0.085284,0.495406
3421,0.0852343,0.495415
3423,0.0852275,0.49532
3425,0.0852335,0.495148
3427,0.0852694,0.495369
3429,0.0852316,0.495381
3431,0.085208,0.495267
3433,0.0851973,0.495137
3435,0.0852669,0.494874
3437,0.0852204,0.494898
3439,0.0851852,0.494918
3441,0.0851731,0.494803
3443,0.0851962,0.494598
3445,0.0851991,0.494604
3447,0.0852727,0.494337
3449,0.0852662,0.49447
3451,0.0852628,0.494327
3453,0.0852838,0.49413
3455,0.0853185,0.494169
3457,0.0852895,0.494253
3459,0.0853279,0.49426
3461,0.0852804,0.494237
3463,0.0852739,0.494146
3465,0.085306,0.494163
3467,0.0852644,0.494161
3469,0.0852459,0.494175
3471,0.0852599,0.494362
3473,0.0852726,0.494546
3475,0.0852853,0.49443
3477,0.0853405,0.494185
3479,0.0853572,0.494351
3481,0.0853271,0.494452
3483,0.0852971,0.49447
3485,0.0853181,0.494539
3487,0.0853151,0.494643
3489,0.085392,0.494375
3491,0.085349,0.494325
3493,0.0853003,0.494321
3495,0.0853192,0.494158
3497,0.0852797,0.494231
3499,0.0852586,0.494276
3501,0.08526,0.494405
3503,0.0852354,0.494383
3505,0.0852007,0.494301
3507,0.0851756,0.494221
3509,0.0851628,0.494267
3511,0.0851772,0.494391
3513,0.0851572,0.49449
3515,0.0851176,0.494532
3517,0.0851162,0.494438
3519,0.0851579,0.49446
3521,0.0851237,0.494422
3523,0.085128,0.494332
3525,0.0851031,0.49444
3527,0.0850588,0.494402
3529,0.0850456,0.494261
3531,0.0850493,0.494234
3533,0.085097,0.494459
3535,0.0851008,0.494463
3537,0.0851308,0.494267
3539,0.0850995,0.494362
3541,0.0851132,0.494361
3543,0.0850734,0.494346
3545,0.0851055,0.494414
3547,0.0851392,0.494384
3549,0.0851389,0.494546
3551,0.0851182,0.494435
3553,0.085156,0.49439
3555,0.0851327,0.494465
3557,0.0851437,0.494568
3559,0.0851327,0.494518
3561,0.0851576,0.494552
3563,0.0852024,0.494773
3565,0.0852055,0.494918
3567,0.08521,0.494747
3569,0.0852084,0.494888
3571,0.0851912,0.494961
3573,0.085202,0.49481
3575,0.0852412,0.494757
3577,0.0852044,0.494833
3579,0.0852046,0.494713
3581,0.0851755,0.494613
3583,0.085171,0.494686
3585,0.0851783,0.494527
3587,0.0851602,0.494435
3589,0.0851324,0.494331
3591,0.0851208,0.494228
3593,0.0851432,0.49428
3595,0.0851283,0.494177
3597,0.0850881,0.49423
3599,0.0850827,0.494089
3601,0.0850656,0.49401
3603,0.085022,0.494054
3605,0.0849825,0.494035
3607,0.0849571,0.493993
3609,0.0849766,0.49417
3611,0.0849539,0.494176
3613,0.0849702,0.494331
3615,0.0849884,0.494257
3617,0.0850263,0.494473
3619,0.0850033,0.494403
3621,0.0849918,0.494365
3623,0.0849561,0.494399
3625,0.0849447,0.494334
3627,0.0849375,0.494256
3629,0.0849692,0.494461
3631,0.0849444,0.494353
3633,0.084971,0.494335
3635,0.0849827,0.4945
3637,0.0849648,0.494418
3639,0.0850031,0.494428
3641,0.0849845,0.494381
3643,0.0849695,0.494269
3645,0.0849907,0.494078
3647,0.0850035,0.493899
3649,0.0850276,0.494089
3651,0.0850269,0.493941
3653,0.0850453,0.493787
3655,0.0850629,0.49367
3657,0.0850824,0.49348
3659,0.085132,0.493513
3661,0.0851398,0.493367
3663,0.085134,0.493224
3665,0.0851272,0.493077
3667,0.0851137,0.49314
3669,0.0851001,0.493274
3671,0.0851098,0.493402
3673,0.0851198,0.49348
3675,0.0851143,0.493393
3677,0.0851384,0.493215
3679,0.085159,0.493391
3681,0.0852268,0.493142
3683,0.0852289,0.493022
3685,0.0852466,0.492929
3687,0.0852255,0.492845
3689,0.0852013,0.492949
3691,0.0852121,0.492943
3693,0.0852268,0.492807
3695,0.085257,0.492865
3697,0.0852446,0.492997
3699,0.0852047,0.49302
3701,0.0851918,0.492932
3703,0.0851865,0.493003
3705,0.0851891,0.492888
3707,0.0851896,0.492758
3709,0.0852127,0.492739
3711,0.0852619,0.492718
3713,0.0852952,0.492512
3715,0.0852895,0.492376
3717,0.0852897,0.492531
3719,0.0852517,0.49248
3721,0.0852062,0.492468
3723,0.0851729,0.492406
3725,0.085199,0.492459
3727,0.0851723,0.492557
3729,0.0851908,0.492394
3731,0.0851938,0.492293
3733,0.0851486,0.492283
3735,0.0851063,0.492279
3737,0.0851454,0.49249
3739,0.0851252,0.492602
3741,0.0851397,0.49277
3743,0.085155,0.492685
3745,0.0851966,0.492895
3747,0.0851791,0.492816
3749,0.085161,0.492901
3751,0.0851951,0.492975
3753,0.0852245,0.493044
3755,0.0852443,0.493225
3757,0.0851992,0.493222
3759,0.0851551,0.493247
3761,0.0851422,0.493367
3763,0.0851525,0.493207
3765,0.0851548,0.493091
3767,0.0852095,0.493067
3769,0.085174,0.493026
3771,0.085168,0.493031
3773,0.0851459,0.492933
3775,0.0851775,0.492743
3777,0.0851364,0.4927
3779,0.0851148,0.492629
3781,0.0851207,0.492751
3783,0.0851205,0.492853
3785,0.0851184,0.492858
3787,0.0851123,0.492891
3789,0.085081,0.492909
3791,0.0850653,0.493
3793,0.0851283,0.493237
3795,0.0851609,0.493208
3797,0.0851305,0.493231
3799,0.085141,0.49317
3801,0.0851485,0.493193
3803,0.0851505,0.493287
3805,0.0851471,0.493141
3807,0.0851085,0.493165
3809,0.0851257,0.49332
3811,0.085112,0.493422
3813,0.0850772,0.493368
3815,0.0850468,0.493296
3817,0.0850155,0.493244
3819,0.0849945,0.493184
3821,0.0849588,0.493194
3823,0.0849307,0.493284
3825,0.0848983,0.493236
3827,0.0848708,0.493329
3829,0.0848652,0.493328
3831,0.0848279,0.493273
3833,0.0848029,0.49324
3835,0.0848327,0.493437
3837,0.0847979,0.493373
3839,0.0848072,0.493256
3841,0.0847817,0.493159
3843,0.0847581,0.493252
3845,0.0847739,0.493169
3847,0.084818,0.492957
3849,0.0847852,0.492931
3851,0.0847993,0.493011
3853,0.0848632,0.493019
3855,0.0848367,0.492975
3857,0.0848086,0.492936
3859,0.0848312,0.493119
3861,0.0848614,0.492932
3863,0.0848399,0.4929
3865,0.0848341,0.4928
3867,0.0848361,0.49291
3869,0.084859,0.493023
3871,0.0848816,0.493196
3873,0.0848453,0.493166
3875,0.0848584,0.493279
3877,0.0848163,0.493298
3879,0.0848483,0.493298
3881,0.0848516,0.49318
3883,0.0848904,0.493146
3885,0.0848494,0.493125
3887,0.08486,0.492965
3889,0.0848482,0.492925
3891,0.0848515,0.493071
3893,0.0848464,0.492954
3895,0.0848558,0.493013
3897,0.0848558,0.493023
3899,0.084846,0.493147
3901,0.0848471,0.493298
3903,0.0848427,0.493168
3905,0.0848338,0.493205
3907,0.0848716,0.493203
3909,0.0848593,0.49308
3911,0.0848389,0.493117
3913,0.0848051,0.493184
3915,0.0847897,0.493079
3917,0.0848153,0.49325
3919,0.0847903,0.493227
3921,0.0848117,0.49323
3923,0.0847897,0.493126
3925,0.0847644,0.493096
3927,0.0847459,0.493013
3929,0.0847653,0.492869
3931,0.0847761,0.492705
3933,0.0847539,0.492774
3935,0.0847568,0.492635
3937,0.0847248,0.492569
3939,0.0847452,0.492719
3941,0.0847241,0.49282
3943,0.0847457,0.49289
3945,0.0847136,0.492816
3947,0.0846789,0.492766
3949,0.0847047,0.492713
3951,0.0847535,0.492928
3953,0.0847642,0.492966
3955,0.08478,0.492794
3957,0.0847769,0.49285
3959,0.0847499,0.492827
3961,0.0847282,0.492855
3963,0.0847188,0.492763
3965,0.0847244,0.492781
3967,0.0847,0.492719
3969,0.0846904,0.492591
3971,0.0847294,0.492598
3973,0.0847864,0.492607
3975,0.0847741,0.492484
3977,0.0847424,0.492516
3979,0.084703,0.492535
3981,0.0846622,0.492533
3983,0.0846329,0.492452
3985,0.0846136,0.492533
3987,0.0845783,0.492565
3989,0.0846141,0.492552
3991,0.0846405,0.492592
3993,0.0846256,0.492657
3995,0.0846406,0.492505
3997,0.0846127,0.492465
3999,0.0845717,0.492491
4001,0.0845554,0.492601
4003,0.0845269,0.492647
4005,0.0845046,0.492745
4007,0.0845503,0.492538
4009,0.0845172,0.492531
4011,0.0844979,0.492629
4013,0.0845366,0.492661
4015,0.0845883,0.492674
4017,0.0845469,0.49268
4019,0.0845151,0.492669
4021,0.0844774,0.492712
4023,0.0844369,0.492708
4025,0.0844891,0.492923
4027,0.0844638,0.492854
4029,0.0844775,0.492725
4031,0.084474,0.492724
4033,0.08446,0.492701
4035,0.0844688,0.492788
4037,0.0845133,0.492994
4039,0.0844912,0.492939
4041,0.0844793,0.492871
4043,0.0845109,0.493049
4045,0.0845491,0.49285
4047,0.0845166,0.492914
4049,0.0844899,0.492892
4051,0.0845058,0.492929
4053,0.0844923,0.492998
4055,0.0844809,0.493115
4057,0.0844785,0.492984
4059,0.0845067,0.492937
4061,0.0845167,0.49293
4063,0.084561,0.493133
4065,0.0846179,0.493119
4067,0.0846308,0.493153
4069,0.0846425,0.493314
4071,0.0846396,0.493199
4073,0.0846853,0.49321
4075,0.084726,0.49301
4077,0.0847332,0.493007
4079,0.0847168,0.493109
4081,0.0847165,0.493013
4083,0.0847718,0.493
4085,0.084791,0.49316
4087,0.084773,0.493158
4089,0.0847728,0.493299
4091,0.0848402,0.493304
