n,alpha,mean
2087,0.0850079,0.498551
2089,0.0850627,0.498908
2091,0.0849861,0.498936
2093,0.0850795,0.49888
2095,0.0851911,0.498836
2097,0.085199,0.499077
2099,0.0851856,0.499088
2101,0.0852595,0.499069
2103,0.0851994,0.499004
2105,0.0851633,0.498933
2107,0.0851029,0.499063
2109,0.0850634,0.499235
2111,0.0850884,0.498934
2113,0.085055,0.499119
2115,0.0850617,0.499391
2117,0.0850125,0.499281
2119,0.0849985,0.499045
2121,0.0849993,0.499011
2123,0.085064,0.498935
2125,0.0850632,0.499208
2127,0.0850832,0.499341
2129,0.0850498,0.49955
2131,0.0850187,0.499739
2133,0.0849988,0.499622
2135,0.0850271,0.499308
2137,0.0849715,0.499339
2139,0.0850258,0.499373
2141,0.0850849,0.499494
2143,0.0850936,0.499266
2145,0.085079,0.499133
2147,0.0851694,0.499157
2149,0.0851664,0.498921
2151,0.0850902,0.498916
2153,0.085105,0.498966
2155,0.085038,0.499069
2157,0.0850541,0.498869
2159,0.0851199,0.499223
2161,0.0850769,0.499134
2163,0.0850512,0.499326
2165,0.0850148,0.499522
2167,0.0851013,0.499133
2169,0.0851275,0.499292
2171,0.0850845,0.499254
2173,0.0851209,0.499559
2175,0.0850648,0.499672
2177,0.0850539,0.499908
2179,0.0850191,0.49984
2181,0.0850636,0.49977
2183,0.0850294,0.499962
2185,0.0849783,0.499807
2187,0.0849321,0.49964
2189,0.0849444,0.499705
2191,0.0849988,0.499358
2193,0.0849959,0.499613
2195,0.0850067,0.499843
2197,0.0850391,0.500023
2199,0.0850155,0.500238
2201,0.0851163,0.50064
2203,0.0851118,0.500794
2205,0.085097,0.500708
2207,0.0850223,0.500671
2209,0.085084,0.500619
2211,0.0850333,0.500766
2213,0.0850212,0.500588
2215,0.0849733,0.500446
2217,0.0849502,0.500619
2219,0.0849303,0.500843
2221,0.0849714,0.501165
2223,0.0849519,0.501376
2225,0.0849132,0.501551
2227,0.0849683,0.501216
2229,0.0849868,0.5015
2231,0.0849768,0.501734
2233,0.0849716,0.501784
2235,0.0848988,0.501813
2237,0.0849315,0.501568
2239,0.0849797,0.501678
2241,0.0850037,0.50157
2243,0.0850363,0.501602
2245,0.0850646,0.501298
2247,0.0850979,0.501136
2249,0.0850416,0.501172
2251,0.0849913,0.501272
2253,0.0849337,0.501216
2255,0.0850041,0.501248
2257,0.0849526,0.501103
2259,0.0850625,0.501125
2261,0.0850626,0.501151
2263,0.0850975,0.501076
2265,0.0851033,0.500831
2267,0.0850305,0.500875
2269,0.0849652,0.500826
2271,0.0849374,0.500932
2273,0.0849143,0.5009
2275,0.0848497,0.500907
2277,0.0848587,0.500942
2279,0.0847872,0.50092
2281,0.0847711,0.500829
2283,0.0848853,0.500812
2285,0.084887,0.500758
2287,0.084965,0.500731
2289,0.0849499,0.500892
2291,0.0849629,0.500831
2293,0.0849678,0.50108
2295,0.0849732,0.501344
2297,0.0849396,0.501167
2299,0.0848802,0.501131
2301,0.0849284,0.501157
2303,0.0850205,0.500781
2305,0.0850092,0.50099
2307,0.0849541,0.501091
2309,0.0850241,0.501442
2311,0.0849812,0.501322
2313,0.0849988,0.501048
2315,0.0849775,0.501168
2317,0.084922,0.501049
2319,0.084986,0.501393
2321,0.0850541,0.501052
2323,0.0850519,0.501277
2325,0.0850485,0.501431
2327,0.0850479,0.501345
2329,0.0851239,0.501275
2331,0.0850928,0.501464
2333,0.0850878,0.501415
2335,0.0851662,0.501366
2337,0.0851092,0.501252
2339,0.0850982,0.501223
2341,0.0851296,0.501356
2343,0.0850732,0.50142
2345,0.0850929,0.501142
2347,0.085044,0.501111
2349,0.0850117,0.500961
2351,0.0849483,0.501034
2353,0.084955,0.500775
2355,0.0849447,0.500623
2357,0.0849193,0.500551
2359,0.0848748,0.500428
2361,0.0849285,0.500499
2363,0.0849024,0.500318
2365,0.0849273,0.500206
2367,0.0849559,0.499964
2369,0.0849402,0.499789
2371,0.0849373,0.499796
2373,0.0850031,0.499807
2375,0.084969,0.499632
2377,0.084986,0.499464
2379,0.0850028,0.499655
2381,0.0849586,0.499757
2383,0.0850356,0.499803
2385,0.0849867,0.49994
2387,0.0850022,0.499685
2389,0.0849955,0.499768
2391,0.0850317,0.499697
2393,0.0806692,0.500574
2395,0.0806468,0.500636
2397,0.0806473,0.500867
2399,0.0806064,0.501014
2401,0.0805934,0.501041
2403,0.0806307,0.500911
2405,0.0806568,0.50099
2407,0.0806196,0.500955
2409,0.0805845,0.500881
2411,0.0806238,0.501008
2413,0.0807105,0.501364
2415,0.0807867,0.5017
2417,0.0807323,0.501609
2419,0.0807179,0.501556
2421,0.0806886,0.501411
2423,0.0806944,0.501632
2425,0.0806872,0.501647
2427,0.0806224,0.501617
2429,0.0806879,0.501287
2431,0.0807234,0.501315
2433,0.0806973,0.501147
2435,0.080642,0.501231
2437,0.0806751,0.501209
2439,0.0806442,0.501215
2441,0.0806784,0.500942
2443,0.0807925,0.500558
2445,0.0808219,0.500575
2447,0.0808582,0.500428
2449,0.0808634,0.500187
2451,0.0808163,0.500069
2453,0.0807963,0.500012
2455,0.0808148,0.499805
2457,0.0807499,0.499782
2459,0.0807628,0.499981
2461,0.0807589,0.499863
2463,0.0807856,0.500031
2465,0.0808278,0.50016
2467,0.0807698,0.500197
2469,0.0808183,0.500497
2471,0.0808506,0.500514
2473,0.0808513,0.500283
2475,0.0808515,0.500394
2477,0.0809224,0.500388
2479,0.0809716,0.500104
2481,0.0809791,0.499876
2483,0.0809574,0.500061
2485,0.0809147,0.500165
2487,0.080975,0.500243
2489,0.0809902,0.499991
2491,0.0809646,0.50013
2493,0.0810105,0.500228
2495,0.0809822,0.500383
2497,0.0810051,0.500533
2499,0.0810459,0.500466
2501,0.081018,0.500299
2503,0.0809621,0.500376
2505,0.0808985,0.50037
2507,0.0809133,0.500563
2509,0.0809348,0.500717
2511,0.080912,0.500862
2513,0.0808667,0.500778
2515,0.0808535,0.500825
2517,0.0808161,0.500734
2519,0.0807849,0.500833
2521,0.0807463,0.500832
2523,0.0807824,0.500921
2525,0.0808122,0.500665
2527,0.0807731,0.500589
2529,0.0807148,0.500624
2531,0.0807809,0.500563
2533,0.0807771,0.500768
2535,0.0807333,0.500645
2537,0.0807204,0.500452
2539,0.0807111,0.500637
2541,0.0806783,0.500619
2543,0.0806614,0.50051
2545,0.0806382,0.500376
2547,0.0805839,0.500294
2549,0.0806628,0.499966
2551,0.080672,0.50019
2553,0.0806533,0.50005
2555,0.0806263,0.50021
2557,0.080631,0.49998
2559,0.0806705,0.499873
2561,0.0807216,0.499818
2563,0.0806687,0.499888
2565,0.080686,0.500128
2567,0.0807741,0.50047
2569,0.0807827,0.500487
2571,0.0807201,0.500497
2573,0.080671,0.500569
2575,0.0806946,0.50047
2577,0.0806775,0.500314
2579,0.0807182,0.500032
2581,0.0807526,0.500258
2583,0.0808103,0.500229
2585,0.0807936,0.500091
2587,0.0807821,0.500178
2589,0.080785,0.500389
2591,0.080791,0.50022
2593,0.0808019,0.500422
2595,0.0807969,0.500339
2597,0.0807923,0.500189
2599,0.0807493,0.500291
2601,0.0808308,0.500296
2603,0.0808005,0.500163
2605,0.0807826,0.500181
2607,0.0808467,0.500197
2609,0.0808331,0.500174
2611,0.0808474,0.499947
2613,0.0808948,0.500009
2615,0.0808449,0.499913
2617,0.0808136,0.499785
2619,0.0808314,0.499734
2621,0.0808735,0.499705
2623,0.0809036,0.49956
2625,0.0808661,0.499625
2627,0.0808841,0.499849
2629,0.0809027,0.499874
2631,0.080882,0.500041
2633,0.0808891,0.500098
2635,0.0809339,0.499822
2637,0.0809279,0.499631
2639,0.0810024,0.49995
2641,0.0810137,0.499811
2643,0.0810206,0.499796
2645,0.0810487,0.499637
2647,0.0810349,0.499488
2649,0.081064,0.499746
2651,0.0810595,0.499917
2653,0.0810575,0.499879
2655,0.0811017,0.4999
2657,0.0811071,0.500079
2659,0.0811397,0.500023
2661,0.0811254,0.50021
2663,0.081141,0.500066
2665,0.0811158,0.500211
2667,0.0811375,0.500151
2669,0.0811945,0.499855
2671,0.0811545,0.499974
2673,0.0811749,0.499947
2675,0.081159,0.499813
2677,0.0811132,0.499808
2679,0.0811061,0.499714
2681,0.0810829,0.499608
2683,0.081131,0.499338
2685,0.0811431,0.499442
2687,0.0811044,0.499325
2689,0.0810443,0.499313
2691,0.0810836,0.499052
2693,0.0810576,0.498989
2695,0.0810476,0.49903
2697,0.0809944,0.498959
2699,0.0809362,0.498995
2701,0.0809185,0.49886
2703,0.0808853,0.498808
2705,0.0809233,0.499065
2707,0.0809023,0.49909
2709,0.0808545,0.498996
2711,0.0808563,0.499125
2713,0.0807983,0.499133
2715,0.0808454,0.499161
2717,0.0807928,0.499142
2719,0.0808159,0.499161
2721,0.0808534,0.498902
2723,0.0808688,0.498676
2725,0.0808571,0.498771
2727,0.0808831,0.498528
2729,0.0808658,0.498692
2731,0.0808574,0.498721
2733,0.0809042,0.498666
2735,0.0809224,0.498899
2737,0.0809018,0.499058
2739,0.080955,0.498775
2741,0.0809818,0.498599
2743,0.0809925,0.498467
2745,0.0810397,0.498537
2747,0.0809894,0.498476
2749,0.0809733,0.498648
2751,0.0809911,0.498668
2753,0.0810074,0.49875
2755,0.0810243,0.498709
2757,0.0810136,0.498683
2759,0.0810406,0.498518
2761,0.0810604,0.498756
2763,0.0810429,0.498918
2765,0.081045,0.499118
2767,0.0809991,0.499135
2769,0.0809517,0.499056
2771,0.0809383,0.499115
2773,0.0810069,0.499417
2775,0.0810727,0.499716
2777,0.081073,0.499539
2779,0.0810934,0.499597
2781,0.0811008,0.499431
2783,0.0811504,0.499696
2785,0.0811698,0.49993
2787,0.0811334,0.500015
2789,0.0811613,0.499959
2791,0.0812516,0.49994
2793,0.0812328,0.500082
2795,0.0811779,0.500082
2797,0.0811958,0.500251
2799,0.0812405,0.500226
2801,0.0812435,0.500338
2803,0.0812275,0.500176
2805,0.081256,0.500136
2807,0.0812715,0.500198
2809,0.0812141,0.50021
2811,0.0811895,0.500342
2813,0.0812213,0.500181
2815,0.0811914,0.500299
2817,0.0811494,0.500203
2819,0.0811112,0.500123
2821,0.0811374,0.499892
2823,0.0810878,0.499918
2825,0.0811711,0.499604
2827,0.0811843,0.499495
2829,0.0812455,0.499538
2831,0.0811939,0.499482
2833,0.0812126,0.499379
2835,0.0812181,0.499587
2837,0.081265,0.499504
2839,0.0812511,0.499501
2841,0.0811955,0.499535
2843,0.0811753,0.499666
2845,0.0811829,0.499479
2847,0.0811361,0.499424
2849,0.081094,0.499522
2851,0.0811383,0.499441
2853,0.0811329,0.49956
2855,0.0811649,0.49969
2857,0.0811094,0.499661
2859,0.0810585,0.499675
2861,0.0810699,0.499563
2863,0.0810562,0.499729
2865,0.0810173,0.499822
2867,0.0809612,0.499817
2869,0.0809267,0.499754
2871,0.0809376,0.499696
2873,0.0809124,0.499812
2875,0.0809183,0.500006
2877,0.0810072,0.499976
2879,0.0809575,0.499974
2881,0.0809067,0.49998
2883,0.0808597,0.499917
2885,0.0808706,0.500125
2887,0.0808234,0.50006
2889,0.0808667,0.4998
2891,0.0808639,0.499992
2893,0.0808531,0.499899
2895,0.0808453,0.500007
2897,0.08091,0.500038
2899,0.0808759,0.500049
2901,0.0809161,0.499797
2903,0.0809746,0.499737
2905,0.0809218,0.499762
2907,0.0809211,0.4999
2909,0.0808795,0.499825
2911,0.0809403,0.499542
2913,0.0809029,0.499595
2915,0.0808521,0.49965
2917,0.080914,0.49937
2919,0.0809367,0.499463
2921,0.0809515,0.499403
2923,0.0809703,0.499184
2925,0.080929,0.499134
2927,0.080924,0.498982
2929,0.0808693,0.498973
2931,0.08088,0.498923
2933,0.0808891,0.499076
2935,0.0809074,0.499024
2937,0.0808616,0.499044
2939,0.0808648,0.499216
2941,0.0808895,0.499434
2943,0.0809219,0.499652
2945,0.0809131,0.499541
2947,0.0808929,0.499388
2949,0.080869,0.499311
2951,0.0808286,0.499408
2953,0.0808514,0.499627
2955,0.0808826,0.499678
2957,0.0809157,0.499446
2959,0.0808961,0.499595
2961,0.0808686,0.499692
2963,0.0808921,0.499533
2965,0.0808746,0.499521
2967,0.0809137,0.49927
2969,0.0809282,0.499478
2971,0.0809848,0.499432
2973,0.0810124,0.499243
2975,0.0809592,0.49926
2977,0.080927,0.499362
2979,0.080962,0.499351
2981,0.0809781,0.499492
2983,0.0810008,0.499717
2985,0.0809962,0.499681
2987,0.080994,0.499533
2989,0.0809863,0.499709
2991,0.0809755,0.499539
2993,0.0809409,0.499635
2995,0.0809207,0.499485
2997,0.0809481,0.499615
2999,0.0809444,0.499706
3001,0.0809375,0.49956
3003,0.0808988,0.499647
3005,0.0808767,0.499527
3007,0.0809519,0.499562
3009,0.0810363,0.499866
3011,0.0810875,0.49987
3013,0.0810883,0.499977
3015,0.0810651,0.500106
3017,0.0810667,0.500274
3019,0.081085,0.500082
3021,0.0810559,0.500063
3023,0.0810356,0.500012
3025,0.0811167,0.499989
3027,0.0811458,0.500148
3029,0.08115,0.500213
3031,0.0811435,0.50032
3033,0.0811045,0.500282
3035,0.0811508,0.500201
3037,0.0811692,0.500168
3039,0.0811507,0.50032
3041,0.0811924,0.500297
3043,0.0811445,0.500343
3045,0.0811131,0.500395
3047,0.0811152,0.500221
3049,0.0811103,0.500049
3051,0.0811457,0.500277
3053,0.0810998,0.500214
3055,0.0810807,0.500098
3057,0.0810523,0.500077
3059,0.0810027,0.500096
3061,0.0809588,0.500056
3063,0.0810115,0.50002
3065,0.0810807,0.500011
3067,0.0810429,0.500104
3069,0.0810338,0.499942
3071,0.0810009,0.49984
3073,0.0810495,0.499586
3075,0.0810779,0.499812
3077,0.0810762,0.499928
3079,0.0810642,0.499941
3081,0.0811539,0.49996
3083,0.0811196,0.500041
3085,0.0811301,0.50013
3087,0.0811566,0.500327
3089,0.0811072,0.500333
3091,0.0811265,0.50012
3093,0.0811153,0.500138
3095,0.0811431,0.50035
3097,0.0811007,0.50031
3099,0.0810521,0.500279
3101,0.0810761,0.5005
3103,0.0811155,0.500441
3105,0.0811064,0.500574
3107,0.0811313,0.500665
3109,0.0811039,0.50056
3111,0.0811048,0.500433
3113,0.0811123,0.500451
3115,0.0811361,0.500324
3117,0.0811831,0.500563
3119,0.0811665,0.500416
3121,0.0811167,0.500379
3123,0.0810918,0.500269
3125,0.0810591,0.500308
3127,0.0811254,0.500297
3129,0.081149,0.500378
3131,0.0811308,0.5005
3133,0.0811335,0.500327
3135,0.0811975,0.500596
3137,0.0812269,0.500822
3139,0.0811954,0.500709
3141,0.0812121,0.500534
3143,0.0812155,0.500572
3145,0.08123,0.500605
3147,0.0812927,0.500872
3149,0.0813419,0.500852
3151,0.0813139,0.50073
3153,0.0812825,0.500816
3155,0.0812521,0.50074
3157,0.0812408,0.500608
3159,0.0812539,0.500416
3161,0.081262,0.500607
3163,0.081306,0.500852
3165,0.0813073,0.500844
3167,0.0813459,0.500823
3169,0.0813359,0.500743
3171,0.0812927,0.500766
3173,0.0812576,0.500714
3175,0.081287,0.500935
3177,0.0812977,0.500911
3179,0.0813428,0.500844
3181,0.0813841,0.500821
3183,0.0813485,0.500723
3185,0.0813695,0.500936
3187,0.0813958,0.501122
3189,0.0814119,0.50118
3191,0.0814885,0.500898
3193,0.0815371,0.501137
3195,0.0815994,0.501402
3197,0.0815873,0.501557
3199,0.0816024,0.501379
3201,0.0815952,0.501493
3203,0.0816196,0.501319
3205,0.0816496,0.501538
3207,0.0816792,0.50158
3209,0.0817154,0.501796
3211,0.0817255,0.501949
3213,0.0817496,0.501741
3215,0.0818036,0.501997
3217,0.0818007,0.501883
3219,0.0818011,0.501969
3221,0.081821,0.502095
3223,0.0818006,0.501973
3225,0.0818323,0.502053
3227,0.0818339,0.502026
3229,0.0818795,0.501791
3231,0.0819211,0.501793
3233,0.0819278,0.501747
3235,0.0818874,0.501689
3237,0.0818959,0.501565
3239,0.08187,0.501623
3241,0.0818257,0.501587
3243,0.0817879,0.501562
3245,0.0817631,0.50152
3247,0.0817297,0.501594
3249,0.0817049,0.501644
3251,0.0817254,0.501437
3253,0.0816807,0.501406
3255,0.0816409,0.501329
3257,0.0816244,0.501451
3259,0.081661,0.501428
3261,0.0816671,0.501433
3263,0.081633,0.501512
3265,0.0816545,0.501323
3267,0.0816748,0.50115
3269,0.0816276,0.501159
3271,0.081657,0.50094
3273,0.0816366,0.501035
3275,0.0816008,0.501079
3277,0.0815945,0.501064
3279,0.0815773,0.500967
3281,0.0815433,0.500938
3283,0.081577,0.501149
3285,0.0816044,0.501135
3287,0.081572,0.501128
3289,0.0815373,0.501161
3291,0.0814878,0.501163
3293,0.0814664,0.501113
3295,0.0815413,0.501114
3297,0.0815617,0.500916
3299,0.0815548,0.500979
3301,0.0815061,0.501
3303,0.0815269,0.501091
3305,0.0815502,0.501
3307,0.0815488,0.50117
3309,0.0816046,0.501421
3311,0.0815686,0.501351
3313,0.0816104,0.501129
3315,0.0816121,0.500993
3317,0.0816272,0.500966
3319,0.0816302,0.501141
3321,0.0816305,0.500969
3323,0.0816161,0.501015
3325,0.0815705,0.500974
3327,0.0815573,0.50112
3329,0.0815515,0.501001
3331,0.0815746,0.500878
3333,0.0815336,0.500936
3335,0.0815022,0.500954
3337,0.0815188,0.500756
3339,0.0815257,0.50062
3341,0.0815458,0.500583
3343,0.0815033,0.500557
3345,0.0815503,0.500494
3347,0.081553,0.500604
3349,0.0815551,0.500601
3351,0.0815923,0.500817
3353,0.0815928,0.500681
3355,0.0816176,0.500887
3357,0.0815695,0.500899
3359,0.0815954,0.501083
3361,0.0815792,0.501047
3363,0.0816135,0.501142
3365,0.0815889,0.501174
3367,0.0816664,0.501164
3369,0.0816179,0.501167
3371,0.0816437,0.501055
3373,0.0816115,0.501007
3375,0.0816888,0.501016
3377,0.0816434,0.501017
3379,0.0816657,0.501114
3381,0.0816367,0.501218
3383,0.0816475,0.501047
3385,0.0816715,0.501027
3387,0.0817056,0.501118
3389,0.0816701,0.501204
3391,0.0816433,0.501092
3393,0.0816431,0.501134
3395,0.0816043,0.501206
3397,0.0815724,0.501303
3399,0.0815583,0.501215
3401,0.0815415,0.501136
3403,0.0815165,0.501204
3405,0.0815305,0.501165
3407,0.0814932,0.501224
3409,0.0814747,0.501125
3411,0.0815167,0.501087
3413,0.0814996,0.500966
3415,0.0815701,0.500942
3417,0.0815697,0.501062
3419,0.0815628,0.500914
3421,0.0815198,0.50096
3423,0.0814762,0.500925
3425,0.0815156,0.500944
3427,0.0815363,0.501106
3429,0.0815197,0.501206
3431,0.0815601,0.50113
3433,0.0815661,0.50101
3435,0.0815471,0.500908
3437,0.08158,0.500977
3439,0.0815752,0.501074
3441,0.0815825,0.501185
3443,0.0815561,0.501163
3445,0.081547,0.50102
3447,0.0815386,0.501162
3449,0.08161,0.501184
3451,0.0816392,0.501364
3453,0.0815955,0.501396
3455,0.081619,0.501262
3457,0.0816463,0.501445
3459,0.0816442,0.501322
3461,0.0816313,0.501423
3463,0.0815861,0.501439
3465,0.0816001,0.501525
3467,0.0815785,0.50164
3469,0.0815864,0.501801
3471,0.0815953,0.501641
3473,0.0815559,0.501624
3475,0.081624,0.5016
3477,0.0815865,0.501663
3479,0.0815603,0.501768
3481,0.0815368,0.501882
3483,0.0815208,0.50175
3485,0.0815107,0.501605
3487,0.0815326,0.501802
3489,0.0815537,0.501852
3491,0.0815327,0.501883
3493,0.081537,0.502053
3495,0.0815379,0.5019
3497,0.0815558,0.501865
3499,0.081537,0.501989
3501,0.0815422,0.50216
3503,0.0815618,0.501985
3505,0.0815965,0.501773
3507,0.0815853,0.501771
3509,0.0816209,0.501976
3511,0.081581,0.501915
3513,0.0815533,0.502016
3515,0.0815735,0.502196
3517,0.0815742,0.502311
3519,0.0815904,0.502307
3521,0.0815755,0.502193
3523,0.0816077,0.502224
3525,0.081646,0.502017
3527,0.0816315,0.502044
3529,0.0816417,0.501887
3531,0.0816335,0.501772
3533,0.0816352,0.501891
3535,0.0816317,0.501776
3537,0.0816018,0.501861
3539,0.0816024,0.501908
3541,0.081588,0.501895
3543,0.0815565,0.501936
3545,0.0815543,0.502017
3547,0.0815364,0.502065
3549,0.0815613,0.502096
3551,0.0815819,0.502176
3553,0.0815804,0.50225
3555,0.0815378,0.502225
3557,0.0815586,0.50222
3559,0.0815427,0.502135
3561,0.0815489,0.502288
3563,0.0815391,0.502423
3565,0.0815642,0.502223
3567,0.081585,0.502407
3569,0.0816026,0.502594
3571,0.0816206,0.502487
3573,0.0816519,0.502427
3575,0.081721,0.502411
3577,0.0817115,0.502286
3579,0.0817323,0.502224
3581,0.0816982,0.502302
3583,0.0817236,0.50241
3585,0.0817264,0.50254
3587,0.0816957,0.502566
3589,0.0816687,0.502653
3591,0.0816511,0.502622
3593,0.0816718,0.502648
3595,0.0816322,0.502603
3597,0.0816494,0.502451
3599,0.0816996,0.502447
3601,0.0817182,0.50226
3603,0.0816891,0.502192
3605,0.0816805,0.502298
3607,0.0817269,0.502077
3609,0.0817748,0.502304
3611,0.0817774,0.502197
3613,0.0817339,0.502213
3615,0.081726,0.502118
3617,0.0817313,0.502204
3619,0.0817521,0.5022
3621,0.0817585,0.502076
3623,0.08175,0.502215
3625,0.0817747,0.502285
3627,0.081853,0.502297
3629,0.0818585,0.502255
3631,0.0819109,0.502487
3633,0.0818863,0.50239
3635,0.0819084,0.502199
3637,0.0819167,0.502283
3639,0.0819416,0.502277
3641,0.0819309,0.502141
3643,0.0819263,0.502207
3645,0.0819369,0.502373
3647,0.0820044,0.502126
3649,0.0820189,0.502306
3651,0.0820015,0.502184
3653,0.082055,0.502177
3655,0.0821156,0.502415
3657,0.0821317,0.502253
3659,0.0821724,0.502239
3661,0.082176,0.502227
3663,0.0821959,0.502076
3665,0.0822005,0.501912
3667,0.0821979,0.501817
3669,0.0821643,0.501892
3671,0.0822173,0.502122
3673,0.0822231,0.502186
3675,0.0821987,0.502283
3677,0.0821903,0.502281
3679,0.08221,0.502217
3681,0.0822252,0.502368
3683,0.0821856,0.502333
3685,0.0822073,0.502167
3687,0.0821698,0.502105
3689,0.0821434,0.502016
3691,0.0821018,0.502035
3693,0.0821163,0.501905
3695,0.0821531,0.501702
3697,0.0821218,0.501778
3699,0.082095,0.50168
3701,0.0820796,0.501556
3703,0.0820922,0.501381
3705,0.0821084,0.501538
3707,0.0821176,0.501705
3709,0.082086,0.501753
3711,0.0820999,0.501817
3713,0.0820689,0.501741
3715,0.0820537,0.501815
3717,0.0820387,0.50178
3719,0.0820744,0.501758
3721,0.08204,0.501699
3723,0.0820043,0.501747
3725,0.0819966,0.501885
3727,0.0819661,0.501948
3729,0.0819879,0.501771
3731,0.0819726,0.501868
3733,0.0819949,0.501699
3735,0.0820196,0.501876
3737,0.0820398,0.501991
3739,0.0820369,0.502135
3741,0.0820566,0.502315
3743,0.0820824,0.502142
3745,0.0821224,0.502115
3747,0.0821138,0.502251
3749,0.0821276,0.502168
3751,0.082107,0.502253
3753,0.082117,0.502365
3755,0.0821489,0.502308
3757,0.0821495,0.502292
3759,0.0821205,0.502221
3761,0.0821467,0.502197
3763,0.0821986,0.501975
3765,0.0822027,0.501928
3767,0.0822349,0.501727
3769,0.0822833,0.501757
3771,0.0823181,0.501724
3773,0.0823186,0.501874
3775,0.0823005,0.501925
3777,0.0822905,0.50189
3779,0.0822617,0.501956
3781,0.0822564,0.501991
3783,0.0822483,0.502002
3785,0.0822369,0.502023
3787,0.0822514,0.502155
3789,0.0822843,0.502118
3791,0.0822784,0.5022
3793,0.0822779,0.502291
3795,0.082351,0.502043
3797,0.0823701,0.501862
3799,0.0823721,0.501712
3801,0.0824185,0.501738
3803,0.0824181,0.501797
3805,0.0824139,0.50194
3807,0.0823783,0.501978
3809,0.0824129,0.502011
3811,0.0824109,0.502007
3813,0.0823678,0.501999
3815,0.0823385,0.501954
3817,0.0823594,0.501918
3819,0.0823622,0.501939
3821,0.0823687,0.50209
3823,0.0823596,0.502222
3825,0.082367,0.502189
3827,0.0823642,0.502216
3829,0.0824222,0.502445
3831,0.082433,0.502347
3833,0.0824845,0.502569
3835,0.0825024,0.502739
3837,0.0824699,0.502811
3839,0.082454,0.502764
3841,0.082434,0.502816
3843,0.0824068,0.50273
3845,0.0824564,0.502949
3847,0.0824219,0.503008
3849,0.0824583,0.502967
3851,0.0824647,0.503081
3853,0.0824434,0.503005
3855,0.0824189,0.503098
3857,0.0824311,0.503232
3859,0.082467,0.503434
3861,0.0824245,0.503436
3863,0.0824287,0.503535
3865,0.0824206,0.503603
3867,0.0824478,0.503415
3869,0.0824089,0.503375
3871,0.0823946,0.503362
3873,0.0824163,0.503339
3875,0.0823844,0.503398
3877,0.082437,0.503176
3879,0.08244,0.50304
3881,0.0824745,0.503239
3883,0.0824904,0.503091
3885,0.0825093,0.503058
3887,0.0825776,0.502819
3889,0.0825894,0.502887
3891,0.0826289,0.503092
3893,0.0826206,0.503162
3895,0.0826133,0.503202
3897,0.0825825,0.503261
3899,0.0826127,0.503285
3901,0.0826177,0.503423
3903,0.0825893,0.503458
3905,0.0826127,0.503634
3907,0.0825949,0.50369
3909,0.0826309,0.503648
3911,0.0826772,0.50386
3913,0.0826933,0.50402
3915,0.0826795,0.504046
3917,0.082656,0.504061
3919,0.082693,0.504035
3921,0.0826826,0.504046
3923,0.0826968,0.504204
3925,0.0826732,0.504176
3927,0.0826375,0.504142
3929,0.0826167,0.5042
3931,0.0825845,0.504255
3933,0.0826369,0.50426
3935,0.0826229,0.504321
3937,0.0826496,0.504507
3939,0.0826581,0.504647
3941,0.0826218,0.504692
3943,0.0826203,0.504741
3945,0.0826036,0.504655
3947,0.082622,0.504482
3949,0.0826339,0.504606
3951,0.0826305,0.504623
3953,0.0826262,0.504605
3955,0.082589,0.504572
3957,0.0826033,0.504443
3959,0.0825891,0.504434
3961,0.082565,0.504362
3963,0.0825753,0.504491
3965,0.0825635,0.504379
3967,0.0825703,0.504244
3969,0.0826069,0.504052
3971,0.0826606,0.504021
3973,0.0826551,0.504129
3975,0.0826899,0.503938
3977,0.0827032,0.503785
3979,0.0826816,0.503744
3981,0.0826509,0.503693
3983,0.0826664,0.503553
3985,0.0826795,0.503709
3987,0.0826684,0.503601
3989,0.0827152,0.50362
3991,0.0826763,0.503585
3993,0.0826438,0.503518
3995,0.0826635,0.503407
3997,0.0826401,0.503444
3999,0.0826587,0.503594
4001,0.0826237,0.50361
4003,0.0826703,0.503817
4005,0.082678,0.503711
4007,0.0826965,0.503613
4009,0.0826727,0.503525
4011,0.0826637,0.503495
4013,0.082643,0.503588
4015,0.0826141,0.503636
4017,0.082608,0.503551
4019,0.0825718,0.503584
4021,0.0825939,0.503413
4023,0.0826035,0.50355
4025,0.0826133,0.503646
4027,0.0826238,0.503487
4029,0.0826097,0.503523
4031,0.0826157,0.503511
4033,0.0826331,0.503376
4035,0.0826621,0.503556
4037,0.0826854,0.503523
4039,0.0826453,0.503529
4041,0.0826694,0.503479
4043,0.082682,0.503475
4045,0.0826829,0.503536
4047,0.0826914,0.503583
4049,0.0827555,0.503571
4051,0.0827305,0.503488
4053,0.0827575,0.503324
4055,0.0827547,0.503407
4057,0.0827736,0.503245
4059,0.0827426,0.503314
4061,0.082757,0.503479
4063,0.0827277,0.503411
4065,0.0827373,0.503418
4067,0.0827534,0.503462
4069,0.0827955,0.503659
4071,0.0828092,0.50352
4073,0.0827705,0.503551
4075,0.082808,0.503746
4077,0.0827959,0.503651
4079,0.0827822,0.503724
4081,0.0827986,0.50356
4083,0.0828098,0.503524
4085,0.0823607,0.494187
4087,0.0823616,0.494058
4089,0.0823385,0.49403
4091,0.0823011,0.494025
4093,0.0822851,0.493973
4095,0.0822751,0.494082
4097,0.0822879,0.4942
